"","Subject","AgeGroup","Phase","Item_ID","prime_target","PrimeType","TargetSlide.ACC","Sex","Procedure.Block.","Trial","picture1","picture2","PracticeSlide.ACC","PracticeSlide.CRESP","richtig","Sortiernummer","TargetSlide.CRESP","testpic1","testpic2","text"
"119",13,"6",1,1019,10,1,1,0,"test",17,"","",NA,"","4",17,"4","bilder/man sleeps.bmp","bilder/man sleeps 2.bmp","Wo schläft der Mann"
"120",13,"6",1,25,2,1,0,0,"test",18,"","",NA,"","4",18,"4","bilder/Painter hugging Queen.bmp","bilder/Queen hugging Painter.bmp","Wo ist die Königin, die die Malerin umarmt"
"121",13,"6",1,20,2,1,0,0,"test",19,"","",NA,"","4",19,"4","bilder/Photographer splashing Ballerina.bmp","bilder/Ballerina splashing Photographer.bmp","Wo ist die Ballerina, die die Fotografin bespritzt"
"122",13,"6",1,1020,10,1,1,0,"test",20,"","",NA,"","{+}",20,"{+}","bilder/grandpa bathing 2.bmp","bilder/grandpa bathing.bmp","Wo badet der Großvater"
"123",13,"6",2,503,1,1,1,0,"test",21,"","",NA,"","4",21,"4","bilder/Queen waking Woman.bmp","bilder/Queen hugging Woman.bmp","Wo ist die Frau, die die Königin weckt?"
"124",13,"6",2,4,2,1,0,0,"test",22,"","",NA,"","{+}",22,"{+}","bilder/Nurse combing Photographer.bmp","bilder/Photographer combing nurse.bmp","Wo ist die Krankenschwester, die die Fotografin kämmt?"
"125",13,"6",2,1013,10,1,1,0,"test",23,"","",NA,"","{+}",23,"{+}","bilder/man cutting cake2.bmp","bilder/man cutting cake.bmp","Wo schneidet der Mann den Kuchen?"
"126",13,"6",2,1008,10,1,1,0,"test",24,"","",NA,"","4",24,"4","bilder/girl tickling boy with feather HA.bmp","bilder/girl talks to boy with tube LA.bmp","Wo kitzelt das Mädchen den Jungen?"
"127",13,"6",2,502,1,1,1,0,"test",25,"","",NA,"","{+}",25,"{+}","bilder/Photographer splashing Granny.bmp","bilder/Photographer hugging Granny.bmp","Wo ist die Großmutter, die die Fotografin umarmt?"
"128",13,"6",2,3,2,1,0,0,"test",26,"","",NA,"","{+}",26,"{+}","bilder/Painter splashing Doctor.bmp","bilder/Doctor splashing painter.bmp","Wo ist die Malerin, die die Ärztin bespritzt?"
"129",13,"6",2,1010,10,1,1,0,"test",27,"","",NA,"","4",27,"4","bilder/grandpa dancing.bmp","bilder/grandpa dancing2.bmp","Wo tanzt der Großvater?"
"130",13,"6",2,504,1,1,0,0,"test",28,"","",NA,"","{+}",28,"{+}","bilder/Nurse kissing Child.bmp","bilder/Nurse splashing Child.bmp","Wo ist das Kind, das die Krankenschwester bespritzt?"
"131",13,"6",2,14,2,1,0,0,"test",29,"","",NA,"","4",29,"4","bilder/Painter pushing Ballerina.bmp","bilder/Ballerina pushing Painter.bmp","Wo ist die Ballerina, die die Malerin schubst?"
"132",13,"6",2,1007,10,1,1,0,"test",30,"","",NA,"","{+}",30,"{+}","bilder/girl riding bike2.bmp","bilder/girl riding bike.bmp","Wo fährt das Mädchen mit dem Fahrrad?"
"133",13,"6",2,506,1,1,1,0,"test",31,"","",NA,"","4",31,"4","bilder/Singer pushing Witch.bmp","bilder/Singer combing Witch.bmp","Wo ist die Hexe, die die Sängerin schubst?"
"134",13,"6",2,13,2,1,0,0,"test",32,"","",NA,"","4",32,"4","bilder/36b.bmp","bilder/36a.bmp","Wo ist die Großmutter, die die Königin küsst?"
"135",13,"6",2,1011,10,1,1,0,"test",33,"","",NA,"","{+}",33,"{+}","bilder/grandpa waving chef2.bmp","bilder/grandpa waving chef.bmp","Wo winkt der Großvater dem Koch?"
"136",13,"6",2,505,1,1,1,0,"test",34,"","",NA,"","{+}",34,"{+}","bilder/Girl waking Painter.bmp","bilder/Girl combing Painter.bmp","Wo ist die Malerin, die das Mädchen kämmt?"
"137",13,"6",2,16,2,1,0,0,"test",35,"","",NA,"","4",35,"4","bilder/49b.bmp","bilder/49a.bmp","Wo ist die Sängerin, die das Kind umarmt?"
"138",13,"6",2,1001,10,1,1,0,"test",36,"","",NA,"","4",36,"4","bilder/boy laughing.bmp","bilder/boy laughing2.bmp","Wo lacht der Junge?"
"139",13,"6",2,501,1,1,1,0,"test",37,"","",NA,"","4",37,"4","bilder/Ballerina kissing Doctor.bmp","bilder/Ballerina pushing Doctor.bmp","Wo ist die Ärztin, die die Ballerina küsst?"
"140",13,"6",2,15,2,1,0,0,"test",38,"","",NA,"","{+}",38,"{+}","bilder/Witch waking Nurse.bmp","bilder/Nurse waking Witch.bmp","Wo ist die Hexe, die die Krankenschwester weckt?"
"141",13,"6",2,1021,10,1,1,0,"test",39,"","",NA,"","4",39,"4","bilder/boy plays with dog.bmp","bilder/boy plays with dog2.bmp","Wo spielt der Junge mit dem Hund"
"142",13,"6",2,507,1,1,1,0,"test",40,"","",NA,"","{+}",40,"{+}","bilder/Painter waking Nurse.bmp","bilder/Painter hugging Nurse.bmp","Wo ist die Krankenschwester, die die Malerin umarmt"
"143",13,"6",2,36,2,1,0,0,"test",41,"","",NA,"","{+}",41,"{+}","bilder/Woman pushing Granny.bmp","bilder/Granny pushing Woman.bmp","Wo ist die Frau, die die Großmutter schubst"
"144",13,"6",2,1032,10,1,1,0,"test",42,"","",NA,"","4",42,"4","bilder/woman cuts cake.bmp","bilder/man cutting cake.bmp","Wo schneidet die Frau den Kuchen?"
"145",13,"6",2,1022,10,1,1,0,"test",43,"","",NA,"","{+}",43,"{+}","bilder/man reads newspaper 2.bmp","bilder/man reads newspaper.bmp","Wo liest der Mann die Zeitung?"
"146",13,"6",2,508,1,1,0,0,"test",44,"","",NA,"","4",44,"4","bilder/Doctor pushing Queen.bmp","bilder/Doctor hugging Queen.bmp","Wo ist die Königin, die die Ärztin schubst"
"147",13,"6",2,29,2,1,0,0,"test",45,"","",NA,"","4",45,"4","bilder/Ballerina waking Girl.bmp","bilder/Girl waking Ballerina.bmp","Wo ist das Mädchen, das die Ballerina weckt"
"148",13,"6",2,1023,10,1,1,0,"test",46,"","",NA,"","{+}",46,"{+}","bilder/doctor talks on phone 2.bmp","bilder/doctor talks on phone.bmp","Wo telefoniert der Doktor"
"149",13,"6",2,509,1,1,0,0,"test",47,"","",NA,"","4",47,"4","bilder/Witch waking Photographer.bmp","bilder/Witch kissing Photographer.bmp","Wo ist die Fotografin, die die Hexe weckt"
"150",13,"6",2,28,2,1,0,0,"test",48,"","",NA,"","4",48,"4","bilder/Woman kissing Nurse.bmp","bilder/Nurse kissing Woman.bmp","Wo ist die Krankenschwester, die die Frau küsst"
"151",13,"6",2,1024,10,1,1,0,"test",49,"","",NA,"","4",49,"4","bilder/grandma with handbag waves man.bmp","bilder/grandma with handbag waves man 2.bmp","Wo ist die Großmutter mit der Handtasche"
"152",13,"6",2,1025,10,1,1,0,"test",50,"","",NA,"","{+}",50,"{+}","bilder/grandpa reads book to boy 2.bmp","bilder/grandpa reads book to boy.bmp","Wo liest der Großvater dem Jungen vor"
"153",13,"6",2,510,1,1,1,0,"test",51,"","",NA,"","{+}",51,"{+}","bilder/Woman combing Ballerina.bmp","bilder/Woman splashing Ballerina.bmp","Wo ist die Ballerina, die die Frau bespritzt"
"154",13,"6",2,19,2,1,0,0,"test",52,"","",NA,"","{+}",52,"{+}","bilder/Doctor hugging Witch.bmp","bilder/Witch hugging doctor.bmp","Wo ist die Ärztin, die die Hexe umarmt"
"155",13,"6",2,1026,10,1,1,0,"test",53,"","",NA,"","{+}",53,"{+}","bilder/woman listens to radio 2.bmp","bilder/woman listens to radio.bmp","Wo hört die Frau Radio"
"156",13,"6",2,511,1,1,1,0,"test",54,"","",NA,"","4",54,"4","bilder/Child kissing Girl.bmp","bilder/Child splashing Girl.bmp","Wo ist das Mädchen, das das Kind küsst"
"157",13,"6",2,24,2,1,0,0,"test",55,"","",NA,"","{+}",55,"{+}","bilder/Singer combing Ballerina.bmp","bilder/Ballerina combing Singer.bmp","Wo ist die Sängerin, die die Ballerina kämmt"
"158",13,"6",2,1027,10,1,1,0,"test",56,"","",NA,"","4",56,"4","bilder/girl prods man with ruler HA.bmp","bilder/girl prods man with ruler LA.bmp","Wo ist das Mädchen mit dem lineal?"
"159",13,"6",2,512,1,1,1,0,"test",57,"","",NA,"","{+}",57,"{+}","bilder/Granny pushing Singer.bmp","bilder/Granny combing Singer.bmp","Wo ist die Sängerin, die die Großmutter kämmt"
"160",13,"6",2,32,2,1,0,0,"test",58,"","",NA,"","4",58,"4","bilder/Singer splashing Photographer.bmp","bilder/Photographer splashing Singer.bmp","Wo ist die Fotografin, die die Sängerin bespritzt"
"161",13,"6",3,1016,10,1,1,0,"test",59,"","",NA,"","4",59,"4","bilder/chef sitting at table.bmp","bilder/chef sitting at table2.bmp","Wo sitzt der Koch am Tisch?"
"162",13,"6",3,8,2,1,0,0,"test",60,"","",NA,"","{+}",60,"{+}","bilder/25a.bmp","bilder/25b.bmp","Wo ist die Sängerin, die das Mädchen bespritzt?"
"163",13,"6",3,17,2,1,1,0,"test",61,"","",NA,"","4",61,"4","bilder/Granny combing Woman.bmp","bilder/Woman combing Granny.bmp","Wo ist die Frau, die die Großmutter kämmt?"
